Transaction_ID,Date,Month,Quarter,Region,Category,Product,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Revenue,Payment_Method,Salesperson_ID,Customer_ID
TXN04254,2024-06-22,June,Q2,South,Food & Beverages,Snack Mix,1362.97,10,20,2725.94,10903.76,UPI,SP019,CUST7538
TXN04255,2024-02-18,February,Q1,West,Electronics,Laptop,41295.44,10,0,0.0,412954.4,Net Banking,SP010,CUST6424
TXN04256,2024-01-21,January,Q1,South,Electronics,Headphones,70250.13,8,20,112400.21,449600.83,Debit Card,SP007,CUST1068
TXN04257,2024-09-15,September,Q3,South,Furniture,Bookshelf,47948.1,5,5,11987.02,227753.48,Net Banking,SP015,CUST3227
TXN04258,2024-06-29,June,Q2,Central,Furniture,Desk,36969.36,1,10,3696.94,33272.42,Debit Card,SP018,CUST5387
TXN04259,2024-12-28,December,Q4,Central,Sports & Outdoors,Tent,16891.05,4,0,0.0,67564.2,Net Banking,SP006,CUST8513
TXN04260,2024-11-17,November,Q4,East,Clothing,Shoes,3156.11,4,0,0.0,12624.44,Net Banking,SP001,CUST3677
TXN04261,2024-10-21,October,Q4,Central,Furniture,Office Chair,44925.43,10,0,0.0,449254.3,Net Banking,SP014,CUST4202
TXN04262,2024-09-30,September,Q3,East,Sports & Outdoors,Tent,9595.88,7,0,0.0,67171.16,UPI,SP005,CUST8453
TXN04263,2024-07-20,July,Q3,East,Clothing,Shoes,2919.01,6,15,2627.11,14886.95,Debit Card,SP008,CUST2268
TXN04264,2024-03-26,March,Q1,South,Sports & Outdoors,Tent,12781.08,8,5,5112.43,97136.21,Net Banking,SP008,CUST6463
TXN04265,2024-11-18,November,Q4,South,Clothing,Jeans,4327.37,1,5,216.37,4111.0,Credit Card,SP004,CUST7734
TXN04266,2024-05-14,May,Q2,South,Food & Beverages,Protein Bar,444.18,1,0,0.0,444.18,Credit Card,SP012,CUST7526
TXN04267,2024-07-31,July,Q3,South,Clothing,Jacket,4446.52,6,0,0.0,26679.12,Net Banking,SP006,CUST9653
TXN04268,2024-07-05,July,Q3,West,Sports & Outdoors,Bicycle,5867.45,4,0,0.0,23469.8,Credit Card,SP010,CUST5520
TXN04269,2024-11-30,November,Q4,East,Furniture,Bookshelf,19427.35,2,15,5828.2,33026.5,Debit Card,SP009,CUST5759
TXN04270,2024-05-15,May,Q2,Central,Clothing,T-Shirt,664.23,8,0,0.0,5313.84,UPI,SP010,CUST6446
TXN04271,2024-10-10,October,Q4,Central,Food & Beverages,Juice Box,333.38,2,15,100.01,566.75,UPI,SP006,CUST5919
TXN04272,2024-03-23,March,Q1,Central,Food & Beverages,Protein Bar,807.93,6,0,0.0,4847.58,Credit Card,SP004,CUST7682
TXN04273,2024-12-04,December,Q4,West,Furniture,Sofa,32800.71,3,0,0.0,98402.13,UPI,SP006,CUST9210
TXN04274,2024-04-19,April,Q2,Central,Food & Beverages,Protein Bar,454.46,4,0,0.0,1817.84,Cash,SP017,CUST9123
TXN04275,2024-01-02,January,Q1,North,Furniture,Dining Table,40975.14,6,0,0.0,245850.84,Net Banking,SP011,CUST2953
TXN04276,2024-09-27,September,Q3,South,Furniture,Bookshelf,49115.47,2,20,19646.19,78584.75,UPI,SP016,CUST3906
TXN04277,2024-10-12,October,Q4,South,Clothing,T-Shirt,1896.14,8,20,3033.82,12135.3,UPI,SP011,CUST4220
TXN04278,2024-05-08,May,Q2,West,Electronics,Laptop,59316.36,2,0,0.0,118632.72,UPI,SP008,CUST8838
TXN04279,2024-01-25,January,Q1,North,Sports & Outdoors,Bicycle,28223.21,5,0,0.0,141116.05,UPI,SP014,CUST1217
TXN04280,2024-02-28,February,Q1,North,Food & Beverages,Snack Mix,1130.93,10,5,565.47,10743.83,Net Banking,SP020,CUST7770
TXN04281,2024-03-16,March,Q1,North,Clothing,Dress,4591.73,10,0,0.0,45917.3,Cash,SP016,CUST1605
TXN04282,2024-05-16,May,Q2,West,Food & Beverages,Juice Box,112.54,2,20,45.02,180.06,Credit Card,SP012,CUST1147
TXN04283,2024-03-12,March,Q1,South,Electronics,Laptop,72529.39,6,0,0.0,435176.34,Credit Card,SP014,CUST1722
TXN04284,2024-03-25,March,Q1,Central,Electronics,Tablet,62115.49,3,5,9317.32,177029.15,Cash,SP018,CUST7809
TXN04285,2024-01-31,January,Q1,Central,Sports & Outdoors,Dumbbells,19346.72,2,0,0.0,38693.44,Net Banking,SP003,CUST5329
TXN04286,2024-08-24,August,Q3,Central,Sports & Outdoors,Tent,9213.03,6,0,0.0,55278.18,Net Banking,SP013,CUST8416
TXN04287,2024-02-04,February,Q1,East,Sports & Outdoors,Running Shoes,5335.84,1,15,800.38,4535.46,Credit Card,SP009,CUST5418
TXN04288,2024-09-07,September,Q3,South,Clothing,Jacket,2143.61,8,0,0.0,17148.88,Debit Card,SP018,CUST7932
TXN04289,2024-12-26,December,Q4,East,Electronics,Tablet,48411.14,3,10,14523.34,130710.08,Cash,SP020,CUST5477
TXN04290,2024-09-07,September,Q3,Central,Food & Beverages,Juice Box,1023.58,7,0,0.0,7165.06,Cash,SP006,CUST4762
TXN04291,2024-08-28,August,Q3,Central,Electronics,Tablet,28579.37,8,10,22863.5,205771.46,Cash,SP007,CUST7388
TXN04292,2024-11-16,November,Q4,North,Food & Beverages,Snack Mix,122.22,5,15,91.67,519.43,Credit Card,SP012,CUST4578
TXN04293,2024-06-11,June,Q2,North,Sports & Outdoors,Running Shoes,22028.02,9,0,0.0,198252.18,UPI,SP008,CUST1912
TXN04294,2024-01-14,January,Q1,South,Clothing,Jacket,4873.5,7,15,5117.18,28997.32,Cash,SP012,CUST7714
TXN04295,2024-11-12,November,Q4,West,Sports & Outdoors,Bicycle,13053.28,1,20,2610.66,10442.62,Debit Card,SP012,CUST6034
TXN04296,2024-02-11,February,Q1,South,Food & Beverages,Snack Mix,123.93,8,0,0.0,991.44,Credit Card,SP002,CUST2451
TXN04297,2024-03-11,March,Q1,West,Sports & Outdoors,Running Shoes,4321.15,3,15,1944.52,11018.93,UPI,SP010,CUST2700
TXN04298,2024-05-22,May,Q2,East,Sports & Outdoors,Yoga Mat,26355.25,3,20,15813.15,63252.6,Cash,SP010,CUST1997
TXN04299,2024-04-29,April,Q2,East,Sports & Outdoors,Running Shoes,29488.69,10,15,44233.03,250653.87,Net Banking,SP012,CUST4938
TXN04300,2024-08-20,August,Q3,Central,Furniture,Desk,40452.95,4,5,8090.59,153721.21,UPI,SP002,CUST8327
TXN04301,2024-04-24,April,Q2,West,Food & Beverages,Juice Box,1182.82,6,5,354.85,6742.07,UPI,SP018,CUST6777
TXN04302,2024-10-09,October,Q4,East,Clothing,Jacket,657.43,3,0,0.0,1972.29,Net Banking,SP015,CUST1841
TXN04303,2024-03-21,March,Q1,West,Electronics,Headphones,65407.6,3,20,39244.56,156978.24,Cash,SP006,CUST5485
TXN04304,2024-11-15,November,Q4,West,Sports & Outdoors,Bicycle,10168.78,3,0,0.0,30506.34,Net Banking,SP009,CUST1864
TXN04305,2024-05-17,May,Q2,North,Clothing,T-Shirt,4153.68,9,0,0.0,37383.12,Net Banking,SP001,CUST1964
TXN04306,2024-02-12,February,Q1,South,Sports & Outdoors,Running Shoes,22908.44,6,10,13745.06,123705.58,UPI,SP005,CUST7796
TXN04307,2024-12-21,December,Q4,Central,Sports & Outdoors,Running Shoes,14358.67,6,0,0.0,86152.02,UPI,SP003,CUST4304
TXN04308,2024-03-23,March,Q1,Central,Sports & Outdoors,Bicycle,11565.92,4,0,0.0,46263.68,UPI,SP014,CUST2152
TXN04309,2024-05-18,May,Q2,North,Furniture,Desk,36704.78,3,0,0.0,110114.34,Cash,SP012,CUST3305
TXN04310,2024-07-27,July,Q3,North,Electronics,Headphones,64295.26,4,0,0.0,257181.04,Credit Card,SP017,CUST9162
TXN04311,2024-04-01,April,Q2,West,Sports & Outdoors,Bicycle,6071.24,3,10,1821.37,16392.35,UPI,SP020,CUST4089
TXN04312,2024-11-09,November,Q4,North,Clothing,Shoes,493.01,2,15,147.9,838.12,Net Banking,SP003,CUST7301
TXN04313,2024-09-15,September,Q3,East,Electronics,Smartphone,20174.93,4,0,0.0,80699.72,UPI,SP010,CUST2422
TXN04314,2024-12-06,December,Q4,South,Sports & Outdoors,Running Shoes,7869.13,7,0,0.0,55083.91,Credit Card,SP020,CUST4263
TXN04315,2024-01-25,January,Q1,South,Electronics,Smartphone,40341.93,9,10,36307.74,326769.63,Credit Card,SP002,CUST4936
TXN04316,2024-08-22,August,Q3,West,Food & Beverages,Snack Mix,1114.81,7,5,390.18,7413.49,Net Banking,SP008,CUST7816
TXN04317,2024-06-01,June,Q2,East,Furniture,Sofa,20118.81,6,0,0.0,120712.86,Cash,SP002,CUST4408
TXN04318,2024-12-22,December,Q4,East,Furniture,Dining Table,7319.68,6,20,8783.62,35134.46,Debit Card,SP012,CUST2819
TXN04319,2024-10-20,October,Q4,East,Electronics,Laptop,15478.25,10,0,0.0,154782.5,UPI,SP007,CUST4850
TXN04320,2024-12-19,December,Q4,South,Electronics,Smart TV,51370.16,3,0,0.0,154110.48,Debit Card,SP003,CUST4371
TXN04321,2024-06-21,June,Q2,North,Furniture,Office Chair,16943.65,9,0,0.0,152492.85,Net Banking,SP001,CUST3347
TXN04322,2024-08-04,August,Q3,North,Food & Beverages,Juice Box,124.31,3,20,74.59,298.34,Net Banking,SP015,CUST5611
TXN04323,2024-06-01,June,Q2,East,Electronics,Tablet,52418.15,2,15,15725.44,89110.86,Cash,SP016,CUST8159
TXN04324,2024-10-14,October,Q4,South,Clothing,T-Shirt,4682.96,7,0,0.0,32780.72,UPI,SP005,CUST8424
TXN04325,2024-05-24,May,Q2,North,Sports & Outdoors,Bicycle,7852.82,3,10,2355.85,21202.61,Net Banking,SP019,CUST6360
TXN04326,2024-04-27,April,Q2,East,Food & Beverages,Protein Bar,582.83,1,0,0.0,582.83,Cash,SP020,CUST4379
TXN04327,2024-10-06,October,Q4,South,Food & Beverages,Snack Mix,1175.77,3,0,0.0,3527.31,Cash,SP009,CUST9695
TXN04328,2024-10-28,October,Q4,East,Sports & Outdoors,Tent,26873.34,10,15,40310.01,228423.39,Cash,SP012,CUST2352
TXN04329,2024-12-27,December,Q4,Central,Food & Beverages,Juice Box,974.92,2,15,292.48,1657.36,UPI,SP011,CUST7448
TXN04330,2024-05-01,May,Q2,Central,Furniture,Bookshelf,22762.83,6,0,0.0,136576.98,Credit Card,SP001,CUST5224
TXN04331,2024-09-26,September,Q3,West,Electronics,Tablet,17740.63,3,20,10644.38,42577.51,Net Banking,SP018,CUST6987
TXN04332,2024-02-05,February,Q1,Central,Furniture,Bookshelf,25698.1,1,20,5139.62,20558.48,Cash,SP016,CUST8996
TXN04333,2024-06-03,June,Q2,West,Sports & Outdoors,Running Shoes,23052.71,2,15,6915.81,39189.61,Net Banking,SP002,CUST4743
TXN04334,2024-03-06,March,Q1,Central,Food & Beverages,Snack Mix,300.55,6,0,0.0,1803.3,Credit Card,SP002,CUST6072
TXN04335,2024-11-21,November,Q4,West,Electronics,Headphones,41266.83,1,20,8253.37,33013.46,Debit Card,SP009,CUST7936
TXN04336,2024-12-05,December,Q4,East,Electronics,Smartphone,12938.44,2,0,0.0,25876.88,Credit Card,SP016,CUST3089
TXN04337,2024-06-14,June,Q2,South,Electronics,Headphones,71393.19,6,5,21417.96,406941.18,Net Banking,SP012,CUST5728
TXN04338,2024-03-05,March,Q1,Central,Clothing,Shoes,3644.66,4,20,2915.73,11662.91,Net Banking,SP016,CUST9226
TXN04339,2024-07-19,July,Q3,Central,Furniture,Office Chair,48054.65,1,5,2402.73,45651.92,Cash,SP003,CUST6693
TXN04340,2024-07-31,July,Q3,West,Furniture,Sofa,7270.96,6,0,0.0,43625.76,Credit Card,SP014,CUST7792
TXN04341,2024-05-02,May,Q2,West,Sports & Outdoors,Tent,26798.85,1,10,2679.89,24118.96,Debit Card,SP013,CUST5110
TXN04342,2024-03-02,March,Q1,West,Food & Beverages,Coffee Pack,578.29,6,0,0.0,3469.74,Credit Card,SP003,CUST4589
TXN04343,2024-03-08,March,Q1,East,Clothing,Shoes,1870.84,4,0,0.0,7483.36,UPI,SP003,CUST9368
TXN04344,2024-10-30,October,Q4,South,Clothing,Jacket,2156.15,7,0,0.0,15093.05,Credit Card,SP005,CUST8039
TXN04345,2024-12-24,December,Q4,West,Sports & Outdoors,Bicycle,25447.11,5,10,12723.56,114511.99,Cash,SP016,CUST5983
TXN04346,2024-11-06,November,Q4,West,Sports & Outdoors,Bicycle,17346.52,9,15,23417.8,132700.88,Debit Card,SP003,CUST7960
TXN04347,2024-01-27,January,Q1,East,Clothing,T-Shirt,1933.27,8,15,2319.92,13146.24,Debit Card,SP013,CUST4001
TXN04348,2024-05-08,May,Q2,South,Clothing,Jacket,4124.41,2,5,412.44,7836.38,Debit Card,SP001,CUST2974
TXN04349,2024-01-06,January,Q1,North,Clothing,Dress,1623.37,10,15,2435.05,13798.65,Net Banking,SP013,CUST4339
TXN04350,2024-08-05,August,Q3,South,Electronics,Smart TV,11785.76,9,20,21214.37,84857.47,Net Banking,SP001,CUST9587
TXN04351,2024-08-03,August,Q3,South,Furniture,Bookshelf,12858.67,7,0,0.0,90010.69,Debit Card,SP007,CUST1197
TXN04352,2024-11-24,November,Q4,East,Food & Beverages,Protein Bar,587.62,8,0,0.0,4700.96,Net Banking,SP015,CUST7122
TXN04353,2024-11-07,November,Q4,Central,Food & Beverages,Tea Set,1123.97,3,20,674.38,2697.53,UPI,SP003,CUST1030
TXN04354,2024-03-22,March,Q1,West,Furniture,Office Chair,42228.6,1,0,0.0,42228.6,Debit Card,SP001,CUST4571
TXN04355,2024-08-15,August,Q3,East,Clothing,Jacket,3904.85,3,15,1757.18,9957.37,Net Banking,SP007,CUST6322
TXN04356,2024-02-29,February,Q1,Central,Clothing,Jeans,3999.12,7,0,0.0,27993.84,Cash,SP005,CUST1210
TXN04357,2024-12-10,December,Q4,Central,Clothing,Shoes,315.54,7,20,441.76,1767.02,UPI,SP017,CUST7767
TXN04358,2024-12-06,December,Q4,North,Clothing,T-Shirt,2942.26,4,15,1765.36,10003.68,Credit Card,SP004,CUST3680
TXN04359,2024-04-17,April,Q2,West,Sports & Outdoors,Yoga Mat,14265.67,10,0,0.0,142656.7,Net Banking,SP013,CUST7442
TXN04360,2024-09-02,September,Q3,South,Clothing,Dress,3359.38,10,0,0.0,33593.8,Cash,SP003,CUST5034
TXN04361,2024-09-20,September,Q3,East,Clothing,Dress,4772.79,6,10,2863.67,25773.07,UPI,SP001,CUST4153
TXN04362,2024-12-05,December,Q4,Central,Clothing,Dress,3172.22,3,15,1427.5,8089.16,UPI,SP001,CUST4685
TXN04363,2024-02-25,February,Q1,South,Food & Beverages,Juice Box,406.19,4,15,243.71,1381.05,Debit Card,SP009,CUST6618
TXN04364,2024-08-19,August,Q3,North,Clothing,Dress,4778.41,6,5,1433.52,27236.94,Cash,SP011,CUST1777
TXN04365,2024-10-11,October,Q4,North,Clothing,T-Shirt,2035.02,9,5,915.76,17399.42,Net Banking,SP003,CUST3061
TXN04366,2024-10-04,October,Q4,Central,Food & Beverages,Juice Box,312.47,10,0,0.0,3124.7,Credit Card,SP017,CUST6825
TXN04367,2024-09-14,September,Q3,South,Clothing,Shoes,4794.14,4,10,1917.66,17258.9,Credit Card,SP003,CUST6374
TXN04368,2024-07-30,July,Q3,East,Electronics,Tablet,49032.6,8,5,19613.04,372647.76,Cash,SP003,CUST5031
TXN04369,2024-07-30,July,Q3,East,Food & Beverages,Coffee Pack,671.49,6,5,201.45,3827.49,Debit Card,SP017,CUST3728
TXN04370,2024-06-16,June,Q2,East,Clothing,Dress,810.05,10,15,1215.08,6885.42,Cash,SP001,CUST3146
TXN04371,2024-05-31,May,Q2,South,Sports & Outdoors,Running Shoes,17076.02,5,10,8538.01,76842.09,UPI,SP011,CUST8504
TXN04372,2024-05-01,May,Q2,Central,Food & Beverages,Snack Mix,1308.82,2,15,392.65,2224.99,Cash,SP014,CUST6623
TXN04373,2024-10-25,October,Q4,North,Furniture,Office Chair,39293.3,1,15,5893.99,33399.31,UPI,SP020,CUST6679
TXN04374,2024-10-15,October,Q4,East,Food & Beverages,Snack Mix,821.8,3,0,0.0,2465.4,Cash,SP007,CUST7285
TXN04375,2024-03-19,March,Q1,West,Electronics,Laptop,48438.01,5,0,0.0,242190.05,Credit Card,SP014,CUST7272
TXN04376,2024-01-18,January,Q1,Central,Electronics,Smart TV,63125.09,4,5,12625.02,239875.34,Net Banking,SP018,CUST1681
TXN04377,2024-04-24,April,Q2,South,Food & Beverages,Protein Bar,101.0,3,0,0.0,303.0,Cash,SP018,CUST2641
TXN04378,2024-08-06,August,Q3,West,Electronics,Smartphone,5855.49,10,10,5855.49,52699.41,Net Banking,SP014,CUST4601
TXN04379,2024-08-15,August,Q3,South,Food & Beverages,Protein Bar,1421.96,4,15,853.18,4834.66,UPI,SP009,CUST9245
TXN04380,2024-08-23,August,Q3,North,Clothing,Dress,1999.51,8,0,0.0,15996.08,Cash,SP001,CUST6693
TXN04381,2024-04-09,April,Q2,Central,Food & Beverages,Juice Box,786.54,5,20,786.54,3146.16,Net Banking,SP016,CUST8836
TXN04382,2024-11-03,November,Q4,South,Electronics,Tablet,24547.99,8,0,0.0,196383.92,Credit Card,SP013,CUST5116
TXN04383,2024-08-05,August,Q3,Central,Sports & Outdoors,Yoga Mat,17915.14,6,0,0.0,107490.84,Cash,SP016,CUST4949
TXN04384,2024-09-30,September,Q3,North,Electronics,Tablet,43811.31,9,5,19715.09,374586.7,Credit Card,SP006,CUST6415
TXN04385,2024-03-31,March,Q1,West,Clothing,T-Shirt,942.01,10,20,1884.02,7536.08,Net Banking,SP005,CUST6181
TXN04386,2024-01-17,January,Q1,Central,Furniture,Sofa,39313.04,1,15,5896.96,33416.08,UPI,SP017,CUST1847
TXN04387,2024-03-03,March,Q1,East,Furniture,Office Chair,42771.97,5,5,10692.99,203166.86,Cash,SP015,CUST1212
TXN04388,2024-01-29,January,Q1,North,Electronics,Laptop,10275.47,10,15,15413.2,87341.5,Net Banking,SP007,CUST9504
TXN04389,2024-12-29,December,Q4,South,Sports & Outdoors,Running Shoes,8100.18,8,20,12960.29,51841.15,UPI,SP016,CUST5637
TXN04390,2024-10-20,October,Q4,North,Clothing,Dress,3840.22,4,20,3072.18,12288.7,Cash,SP020,CUST5526
TXN04391,2024-10-21,October,Q4,West,Electronics,Smartphone,13048.44,9,0,0.0,117435.96,Net Banking,SP003,CUST9579
TXN04392,2024-05-30,May,Q2,South,Clothing,Jeans,813.29,1,0,0.0,813.29,Cash,SP009,CUST3869
TXN04393,2024-01-22,January,Q1,South,Furniture,Office Chair,6971.1,10,15,10456.65,59254.35,UPI,SP020,CUST5918
TXN04394,2024-02-02,February,Q1,South,Electronics,Smart TV,27035.51,10,0,0.0,270355.1,UPI,SP019,CUST8347
TXN04395,2024-12-15,December,Q4,South,Sports & Outdoors,Tent,22280.76,10,0,0.0,222807.6,Debit Card,SP008,CUST9884
TXN04396,2024-08-08,August,Q3,North,Food & Beverages,Snack Mix,1482.16,7,20,2075.02,8300.1,Net Banking,SP006,CUST9578
TXN04397,2024-06-07,June,Q2,North,Sports & Outdoors,Running Shoes,26940.05,2,0,0.0,53880.1,Debit Card,SP019,CUST8706
TXN04398,2024-12-08,December,Q4,South,Sports & Outdoors,Dumbbells,16245.72,5,0,0.0,81228.6,Credit Card,SP017,CUST2637
TXN04399,2024-10-18,October,Q4,South,Sports & Outdoors,Dumbbells,12520.28,3,15,5634.13,31926.71,Cash,SP015,CUST1139
TXN04400,2024-03-26,March,Q1,North,Clothing,Dress,3834.92,4,10,1533.97,13805.71,Net Banking,SP004,CUST6705
TXN04401,2024-04-23,April,Q2,South,Furniture,Dining Table,5832.55,6,0,0.0,34995.3,Credit Card,SP003,CUST8698
TXN04402,2024-08-17,August,Q3,West,Sports & Outdoors,Bicycle,2166.17,8,20,3465.87,13863.49,Net Banking,SP016,CUST2171
TXN04403,2024-11-06,November,Q4,South,Sports & Outdoors,Dumbbells,29632.38,9,10,26669.14,240022.28,Credit Card,SP008,CUST1967
TXN04404,2024-08-12,August,Q3,East,Clothing,Shoes,4859.58,8,0,0.0,38876.64,Credit Card,SP012,CUST9249
TXN04405,2024-08-01,August,Q3,North,Sports & Outdoors,Dumbbells,7527.7,1,0,0.0,7527.7,Net Banking,SP015,CUST9008
TXN04406,2024-11-01,November,Q4,West,Sports & Outdoors,Bicycle,3767.54,3,0,0.0,11302.62,Debit Card,SP013,CUST6302
TXN04407,2024-10-22,October,Q4,West,Furniture,Sofa,5078.93,7,0,0.0,35552.51,Net Banking,SP009,CUST6955
TXN04408,2024-03-31,March,Q1,East,Electronics,Tablet,28726.63,8,0,0.0,229813.04,Net Banking,SP010,CUST5868
TXN04409,2024-08-02,August,Q3,Central,Sports & Outdoors,Tent,4813.39,6,0,0.0,28880.34,Cash,SP002,CUST2843
TXN04410,2024-02-27,February,Q1,East,Sports & Outdoors,Running Shoes,28474.23,2,20,11389.69,45558.77,Net Banking,SP016,CUST5090
TXN04411,2024-08-23,August,Q3,West,Clothing,Shoes,4363.62,2,0,0.0,8727.24,UPI,SP014,CUST9100
TXN04412,2024-09-29,September,Q3,North,Electronics,Tablet,9521.34,7,20,13329.88,53319.5,Cash,SP018,CUST4314
TXN04413,2024-05-12,May,Q2,West,Sports & Outdoors,Dumbbells,29778.44,10,0,0.0,297784.4,UPI,SP002,CUST3907
TXN04414,2024-05-07,May,Q2,East,Food & Beverages,Juice Box,812.8,7,0,0.0,5689.6,UPI,SP013,CUST4321
TXN04415,2024-05-05,May,Q2,East,Clothing,Jeans,3953.9,10,0,0.0,39539.0,Cash,SP012,CUST3267
TXN04416,2024-06-11,June,Q2,East,Furniture,Bookshelf,23699.37,6,0,0.0,142196.22,Net Banking,SP017,CUST3186
TXN04417,2024-11-23,November,Q4,South,Food & Beverages,Protein Bar,849.58,1,20,169.92,679.66,Debit Card,SP009,CUST3381
TXN04418,2024-12-09,December,Q4,West,Food & Beverages,Coffee Pack,628.55,9,15,848.54,4808.41,Debit Card,SP017,CUST7190
TXN04419,2024-08-01,August,Q3,South,Sports & Outdoors,Bicycle,28778.21,5,5,7194.55,136696.5,Debit Card,SP016,CUST1402
TXN04420,2024-10-13,October,Q4,West,Clothing,Shoes,1919.35,5,5,479.84,9116.91,Debit Card,SP014,CUST9627
TXN04421,2024-11-08,November,Q4,South,Electronics,Smart TV,79315.77,4,0,0.0,317263.08,Debit Card,SP019,CUST5596
TXN04422,2024-09-18,September,Q3,North,Electronics,Smartphone,74986.94,4,0,0.0,299947.76,Net Banking,SP006,CUST6710
TXN04423,2024-07-03,July,Q3,East,Clothing,Shoes,1478.32,2,10,295.66,2660.98,UPI,SP012,CUST5558
TXN04424,2024-09-28,September,Q3,South,Electronics,Smart TV,50968.71,6,10,30581.23,275231.03,Credit Card,SP009,CUST1058
TXN04425,2024-04-13,April,Q2,South,Electronics,Smartphone,31036.73,4,0,0.0,124146.92,Cash,SP005,CUST8063
TXN04426,2024-11-09,November,Q4,North,Food & Beverages,Protein Bar,556.94,5,20,556.94,2227.76,UPI,SP015,CUST9956
TXN04427,2024-09-14,September,Q3,Central,Food & Beverages,Juice Box,720.24,7,20,1008.34,4033.34,Net Banking,SP005,CUST2513
TXN04428,2024-09-25,September,Q3,West,Clothing,Jeans,3963.47,6,0,0.0,23780.82,Debit Card,SP018,CUST7681
TXN04429,2024-08-12,August,Q3,West,Sports & Outdoors,Running Shoes,11885.07,4,0,0.0,47540.28,Credit Card,SP017,CUST9818
TXN04430,2024-07-04,July,Q3,Central,Clothing,Jeans,395.34,3,20,237.2,948.82,Net Banking,SP006,CUST9530
TXN04431,2024-04-17,April,Q2,North,Sports & Outdoors,Running Shoes,12154.28,4,5,2430.86,46186.26,Net Banking,SP007,CUST4999
TXN04432,2024-08-28,August,Q3,South,Electronics,Smart TV,27013.5,1,0,0.0,27013.5,Net Banking,SP005,CUST9423
TXN04433,2024-11-07,November,Q4,North,Electronics,Smartphone,75851.16,7,0,0.0,530958.12,Cash,SP010,CUST9185
TXN04434,2024-05-02,May,Q2,East,Furniture,Dining Table,5875.33,2,5,587.53,11163.13,Debit Card,SP002,CUST4747
TXN04435,2024-07-29,July,Q3,South,Electronics,Laptop,58499.72,2,5,5849.97,111149.47,Net Banking,SP014,CUST3931
TXN04436,2024-02-07,February,Q1,East,Clothing,Shoes,1588.37,6,0,0.0,9530.22,Credit Card,SP018,CUST6427
TXN04437,2024-03-24,March,Q1,Central,Food & Beverages,Tea Set,1379.3,7,0,0.0,9655.1,UPI,SP003,CUST2705
TXN04438,2024-01-19,January,Q1,West,Electronics,Smart TV,28414.91,7,0,0.0,198904.37,Net Banking,SP002,CUST1985
TXN04439,2024-10-29,October,Q4,North,Clothing,Dress,4487.75,5,5,1121.94,21316.81,Credit Card,SP015,CUST5290
TXN04440,2024-07-13,July,Q3,South,Sports & Outdoors,Running Shoes,6377.92,10,0,0.0,63779.2,UPI,SP009,CUST2189
TXN04441,2024-10-05,October,Q4,East,Electronics,Headphones,34164.61,8,10,27331.69,245985.19,UPI,SP016,CUST4618
TXN04442,2024-03-31,March,Q1,East,Clothing,T-Shirt,2323.7,1,20,464.74,1858.96,Debit Card,SP007,CUST9598
TXN04443,2024-01-08,January,Q1,West,Sports & Outdoors,Dumbbells,10723.08,5,20,10723.08,42892.32,Credit Card,SP003,CUST1250
TXN04444,2024-03-27,March,Q1,South,Food & Beverages,Protein Bar,963.16,6,0,0.0,5778.96,Credit Card,SP012,CUST1498
TXN04445,2024-06-22,June,Q2,South,Food & Beverages,Snack Mix,722.31,5,10,361.15,3250.4,Debit Card,SP007,CUST2999
TXN04446,2024-06-11,June,Q2,East,Food & Beverages,Coffee Pack,456.61,10,20,913.22,3652.88,UPI,SP003,CUST3796
TXN04447,2024-10-23,October,Q4,South,Sports & Outdoors,Tent,21002.51,5,20,21002.51,84010.04,Debit Card,SP001,CUST3947
TXN04448,2024-09-17,September,Q3,Central,Sports & Outdoors,Tent,2630.64,3,0,0.0,7891.92,UPI,SP005,CUST2813
TXN04449,2024-03-21,March,Q1,West,Food & Beverages,Snack Mix,866.56,2,20,346.62,1386.5,Cash,SP014,CUST3723
TXN04450,2024-04-26,April,Q2,South,Furniture,Office Chair,42849.8,1,5,2142.49,40707.31,UPI,SP020,CUST2038
TXN04451,2024-12-18,December,Q4,South,Clothing,Shoes,1688.13,1,0,0.0,1688.13,UPI,SP002,CUST3758
TXN04452,2024-05-02,May,Q2,Central,Food & Beverages,Juice Box,940.5,3,20,564.3,2257.2,Debit Card,SP017,CUST5615
TXN04453,2024-11-24,November,Q4,West,Furniture,Office Chair,38416.77,4,5,7683.35,145983.73,UPI,SP009,CUST4448
TXN04454,2024-10-14,October,Q4,East,Sports & Outdoors,Tent,17960.19,3,20,10776.11,43104.46,Cash,SP001,CUST4130
TXN04455,2024-02-19,February,Q1,East,Clothing,T-Shirt,2756.86,5,20,2756.86,11027.44,Cash,SP014,CUST5027
TXN04456,2024-01-11,January,Q1,East,Clothing,Shoes,3349.59,9,0,0.0,30146.31,Credit Card,SP009,CUST9374
TXN04457,2024-06-10,June,Q2,North,Food & Beverages,Coffee Pack,568.41,1,20,113.68,454.73,Cash,SP005,CUST4463
TXN04458,2024-01-27,January,Q1,West,Food & Beverages,Snack Mix,338.55,1,10,33.85,304.7,UPI,SP010,CUST5213
TXN04459,2024-12-20,December,Q4,North,Food & Beverages,Tea Set,1067.22,10,0,0.0,10672.2,Net Banking,SP004,CUST8936
TXN04460,2024-07-20,July,Q3,Central,Furniture,Office Chair,3419.01,5,0,0.0,17095.05,Cash,SP009,CUST9682
